order_id,order_date,customer_id,product_id,quantity,discount,payment_method,shipping_cost
ORD-10910,2025-12-20,CUST-1869,PROD-48,3,0.0,,9.87
ORD-10911,2025-04-28,CUST-1924,PROD-24,5,0.0,Debit Card,15.75
ORD-10912,2024-12-21,CUST-1382,PROD-30,3,0.0,Store Credit,14.8
ORD-10913,2025-02-21,CUST-1617,PROD-17,3,0.05,Store Credit,11.2
ORD-10914,07/06/2025,CUST-1044,PROD-22,2,0.15,Debit Card,12.63
ORD-10915,06/12/2024,CUST-1836,PROD-14,4,0.0,Store Credit,18.08
ORD-10916,2025-05-28,CUST-1590,PROD-01,5,0.2,PayPal,15.83
ORD-10917,12/01/2025,CUST-1120,PROD-21,3,0.15,Store Credit,12.36
ORD-10918,2025-02-06,CUST-1418,PROD-45,1,0.0,Store Credit,6.48
ORD-10919,11-12-2025,CUST-1001,PROD-33,4,0.0,Credit Card,15.11
ORD-10920,2024-11-09,CUST-1846,PROD-14,1,0.0,Credit Card,4.25
ORD-10921,2024-10-29,CUST-1795,PROD-44,3,0.1,Credit Card,10.74
ORD-10922,2025-01-01,CUST-1612,PROD-20,3,0.0,Debit Card,10.85
ORD-10923,26-08-2025,CUST-1608,PROD-03,1,0.1,Debit Card,9.61
ORD-10924,09/18/2024,CUST-1393,PROD-49,1,0.1,,13.91
ORD-10925,25-12-2024,CUST-1028,PROD-25,4,0.0,Store Credit,8.02
ORD-10926,2024-04-04,CUST-1733,PROD-41,4,0.1,Debit Card,7.85
ORD-10927,2025-04-25,CUST-1796,PROD-46,2,0.15,Store Credit,5.51
ORD-10928,2025-12-01,CUST-1800,PROD-02,4,0.0,,6.89
ORD-10929,2024-10-08,CUST-1948,PROD-35,1,0.05,,5.87
ORD-10930,2025-06-13,CUST-1301,PROD-11,5,0.05,Store Credit,5.74
ORD-10931,07-06-2024,CUST-1494,PROD-32,4,0.2,PayPal,16.35
ORD-10932,2024-02-14,CUST-1887,PROD-44,4,0.0,Store Credit,16.92
ORD-10933,2024-04-28,CUST-1759,PROD-39,4,0.1,Debit Card,16.7
ORD-10934,2025-03-16,CUST-1711,PROD-24,1,0.1,Store Credit,4.53
ORD-10935,2025-03-22,CUST-1067,PROD-06,3,0.1,Store Credit,12.1
ORD-10936,06-09-2024,CUST-1124,PROD-02,5,0.0,PayPal,11.13
ORD-10937,2025-07-13,CUST-1069,PROD-43,4,0.0,,4.63
ORD-10938,2024-07-26,CUST-1719,PROD-26,500,0.0,,16.6
ORD-10939,2024-04-25,CUST-1544,PROD-01,2,0.05,PayPal,17.76
ORD-10940,2024-08-06,CUST-1491,PROD-14,4,0.15,,17.73
ORD-10941,2024-03-13,CUST-1523,PROD-10,1,0.1,,19.83
ORD-10942,2024-03-15,CUST-1772,PROD-27,3,0.0,Debit Card,10.49
ORD-10943,2025-03-18,CUST-1405,PROD-02,3,0.1,Store Credit,13.69
ORD-10944,08/18/2024,CUST-1630,PROD-33,2,0.0,,12.33
ORD-10945,05/24/2025,CUST-1032,PROD-27,1,0.2,PayPal,16.36
ORD-10946,2024-02-10,CUST-1476,PROD-42,3,0.05,,13.67
ORD-10947,11/11/2024,CUST-1500,PROD-25,5,0.2,,18.77
ORD-10948,2025-09-11,CUST-1141,PROD-31,4,0.05,,12.26
ORD-10949,2025-10-08,CUST-1957,PROD-18,5,0.15,PayPal,9.0
ORD-10950,27-11-2024,CUST-1357,PROD-20,3,0.15,Store Credit,8.45
ORD-10951,2025-09-04,CUST-1787,PROD-40,2,0.2,Debit Card,7.03
ORD-10952,2025-12-03,CUST-1329,PROD-14,5,0.15,PayPal,5.87
ORD-10953,2024-10-25,CUST-1809,PROD-41,2,0.2,Store Credit,9.99
ORD-10954,2025-02-05,CUST-1582,PROD-30,2,0.05,,5.14
ORD-10955,07-05-2024,CUST-1403,PROD-01,3,0.1,Store Credit,18.95
ORD-10956,2025-07-17,CUST-1582,PROD-27,1,0.1,Store Credit,13.51
ORD-10957,2025-05-02,CUST-1144,PROD-12,1,0.0,Credit Card,8.43
ORD-10958,2025-07-15,CUST-1099,PROD-48,2,0.0,,4.95
ORD-10959,2024-04-24,CUST-1284,PROD-19,2,0.0,,13.65
ORD-10960,30-09-2024,CUST-1243,PROD-10,5,0.05,PayPal,6.74
ORD-10961,2025-01-27,CUST-1978,PROD-11,5,0.05,Store Credit,5.98
ORD-10962,09/09/2024,CUST-1471,PROD-40,2,0.0,Debit Card,5.71
ORD-10963,2024-09-01,CUST-1882,PROD-39,4,0.0,PayPal,5.6
ORD-10964,2024-03-24,CUST-1154,PROD-48,5,0.1,Credit Card,12.65
ORD-10965,2024-10-05,CUST-1448,PROD-34,1,0.1,,13.84
ORD-10966,2025-03-28,CUST-1721,PROD-05,4,0.0,Store Credit,7.3
ORD-10967,2024-11-17,CUST-1733,PROD-19,4,0.15,Store Credit,19.36
ORD-10968,03-12-2025,CUST-1715,PROD-05,1,0.1,,9.51
ORD-10969,2025-01-25,CUST-1457,PROD-28,3,0.05,PayPal,8.3
ORD-10970,2024-09-23,CUST-1875,PROD-38,5,0.15,PayPal,17.52
ORD-10971,2025-01-25,CUST-1093,PROD-46,1,0.15,,4.79
ORD-10972,2024-03-22,CUST-1153,PROD-19,4,0.05,PayPal,7.66
ORD-10973,2024-11-15,CUST-1893,PROD-06,5,0.2,PayPal,8.6
ORD-10974,26-04-2025,CUST-1242,PROD-02,2,0.15,Credit Card,5.07
ORD-10975,2024-04-13,CUST-1547,PROD-08,5,0.05,PayPal,6.43
ORD-10976,2024-07-10,CUST-1876,PROD-11,5,0.0,,12.06
ORD-10977,2024-02-28,CUST-1481,PROD-10,2,0.15,Debit Card,13.17
ORD-10978,2024-10-12,CUST-1728,PROD-08,2,0.2,,16.06
ORD-10979,09-03-2024,CUST-1295,PROD-30,4,0.2,Store Credit,12.8
ORD-10980,17-02-2025,CUST-1663,PROD-34,5,0.15,Store Credit,16.02
ORD-10981,20-06-2025,CUST-1879,PROD-32,1,0.0,Credit Card,13.59
ORD-10982,01/11/2025,CUST-1926,PROD-27,3,0.05,Credit Card,9.02
ORD-10983,07/22/2024,CUST-1794,PROD-41,4,0.15,PayPal,14.38
ORD-10984,2024-11-05,CUST-1923,PROD-15,3,0.1,Store Credit,11.45
ORD-10985,2025-04-21,CUST-1134,PROD-27,2,0.0,Credit Card,8.72
ORD-10986,2024-02-24,CUST-1909,PROD-42,1,0.15,Debit Card,9.67
ORD-10987,2025-06-08,CUST-1890,PROD-31,3,0.0,Debit Card,18.74
ORD-10988,2024-06-18,CUST-1763,PROD-46,1,0.0,,7.49
ORD-10989,2025-06-17,CUST-1343,PROD-40,5,0.05,Debit Card,9.88
ORD-10990,2025-06-13,CUST-1777,PROD-32,5,0.0,,15.65
ORD-10991,2025-08-02,CUST-9999,PROD-10,4,0.05,Store Credit,15.69
ORD-10992,2025-10-12,CUST-1937,PROD-13,4,0.05,Store Credit,7.51
ORD-10993,2024-02-15,CUST-1200,PROD-27,4,0.0,Store Credit,12.74
ORD-10994,18-09-2024,CUST-1068,PROD-11,3,0.2,Store Credit,16.58
ORD-10995,2024-08-12,CUST-9999,PROD-44,1,0.2,Store Credit,16.98
ORD-10996,2024-12-16,,PROD-31,3,0.15,,12.76
ORD-10997,2024-12-04,CUST-1160,PROD-43,5,0.15,Debit Card,16.89
ORD-10998,2024-09-08,CUST-1495,PROD-18,5,0.05,Store Credit,19.55
ORD-10999,2025-02-18,CUST-1821,PROD-17,2,0.15,PayPal,17.5
ORD-11000,12-08-2024,CUST-1927,PROD-10,5,0.15,Debit Card,10.59
ORD-11001,2025-02-13,CUST-1084,PROD-16,4,0.2,Credit Card,16.39
ORD-11002,2024-02-28,CUST-1158,PROD-27,1,0.05,Debit Card,5.88
ORD-11003,2024-08-29,CUST-9999,PROD-26,4,0.1,PayPal,8.57
ORD-11004,09/17/2025,CUST-1613,PROD-21,1,0.0,Credit Card,5.31
ORD-11005,2024-01-09,CUST-1919,PROD-06,2,0.0,Credit Card,11.53
ORD-11006,2024-02-03,CUST-9999,PROD-24,3,0.2,,5.39
ORD-11007,18-06-2024,CUST-1040,PROD-38,1,0.15,Credit Card,17.13
ORD-11008,07/15/2024,CUST-1844,PROD-32,5,0.05,,17.38
ORD-11009,03/14/2024,CUST-1067,PROD-30,3,0.0,,5.53
ORD-11010,2025-09-13,CUST-1403,PROD-22,4,0.1,Debit Card,19.22
ORD-11011,2024-11-09,CUST-1411,PROD-27,2,0.05,Debit Card,7.36
ORD-11012,2025-04-17,CUST-1082,PROD-04,1,0.0,Credit Card,19.96
ORD-11013,2024-05-09,CUST-1789,PROD-22,5,0.0,Store Credit,10.96
ORD-11014,05-05-2024,CUST-1688,PROD-36,3,0.2,PayPal,18.32
ORD-11015,2025-11-02,CUST-1197,PROD-23,1,0.05,Store Credit,6.97
ORD-11016,2025-05-24,,PROD-46,4,0.0,Debit Card,15.91
ORD-11017,2025-12-25,CUST-1938,PROD-49,2,0.0,PayPal,19.26
ORD-11018,2025-03-01,CUST-1343,PROD-10,2,0.0,,13.65
ORD-11019,11-10-2024,CUST-1428,PROD-03,3,0.2,Debit Card,16.79
ORD-11020,2025-01-16,CUST-1791,PROD-33,2,0.05,,8.37
ORD-11021,04-02-2025,CUST-9999,PROD-40,2,0.1,Credit Card,11.27
ORD-11022,2025-08-28,CUST-1774,PROD-30,3,0.0,Store Credit,13.42
ORD-11023,2024-03-05,CUST-1952,PROD-30,5,0.15,PayPal,18.76
ORD-11024,2025-08-28,CUST-1913,PROD-42,2,0.2,,8.06
ORD-11025,2024-09-28,CUST-1228,PROD-29,1,0.1,Credit Card,19.33
ORD-11026,2024-10-07,CUST-1963,PROD-27,3,0.15,Credit Card,11.94
ORD-11027,2025-08-17,CUST-1295,PROD-50,2,0.1,,15.6
ORD-11028,2024-06-30,CUST-1702,PROD-28,2,0.1,Credit Card,5.58
ORD-11029,2024-09-21,CUST-1264,PROD-27,4,0.0,PayPal,9.77
ORD-11030,2024-10-22,CUST-1562,PROD-41,2,0.0,Credit Card,19.25
ORD-11031,03/08/2024,CUST-1968,PROD-18,1,0.1,Debit Card,5.93
ORD-11032,2025-07-01,CUST-1685,PROD-40,1,0.05,Credit Card,9.64
ORD-11033,02/01/2025,CUST-1257,PROD-47,5,0.0,Credit Card,6.59
ORD-11034,2024-12-16,CUST-1548,PROD-13,3,0.0,Debit Card,17.65
ORD-11035,2025-03-18,CUST-1832,PROD-26,2,0.15,Store Credit,16.37
ORD-11036,2025-12-15,CUST-9999,PROD-15,4,0.15,Store Credit,10.19
ORD-11037,2025-10-19,CUST-1038,PROD-29,5,0.05,Credit Card,19.79
ORD-11038,2025-01-16,CUST-1858,PROD-01,4,0.0,PayPal,17.48
ORD-11039,2025-08-31,CUST-1608,PROD-09,5,0.15,Debit Card,5.91
ORD-11040,02/03/2024,CUST-1252,PROD-20,4,0.05,Credit Card,17.73
ORD-11041,26-02-2024,CUST-1141,PROD-45,4,0.0,Debit Card,9.43
ORD-11042,25-02-2025,,PROD-24,3,0.2,Debit Card,10.5
ORD-11043,27-01-2024,CUST-1729,PROD-06,5,0.15,,17.62
ORD-11044,2025-01-06,,PROD-50,1,0.0,,7.39
ORD-11045,2024-03-21,CUST-1862,PROD-49,5,0.0,,18.95
ORD-11046,2025-12-08,CUST-1674,PROD-20,4,0.0,Debit Card,18.69
ORD-11047,2025-03-06,CUST-1759,PROD-04,1,0.15,Credit Card,5.7
ORD-11048,2025-05-03,CUST-1416,PROD-35,2,0.15,,18.31
ORD-11049,2024-09-10,CUST-1665,PROD-37,1,0.2,Credit Card,11.52
ORD-11050,2025-12-26,CUST-1842,PROD-44,4,0.0,,17.99
ORD-11051,08/13/2025,CUST-1193,PROD-32,1,0.1,PayPal,13.8
ORD-11052,2025-02-01,CUST-1353,PROD-09,5,0.1,,8.59
ORD-11053,2024-09-12,CUST-1724,PROD-27,5,0.1,Credit Card,19.64
ORD-11054,2025-02-19,CUST-1708,PROD-09,5,0.0,PayPal,6.11
ORD-11055,2024-02-11,CUST-1048,PROD-47,4,0.0,PayPal,8.41
ORD-11056,2024-04-25,CUST-1735,PROD-08,1,0.1,Credit Card,9.45
ORD-11057,2025-04-02,CUST-1805,PROD-08,3,0.1,Store Credit,14.54
ORD-11058,2025-11-27,CUST-1879,PROD-41,4,0.05,PayPal,17.91
ORD-11059,2025-11-09,CUST-1281,PROD-28,1,0.1,Store Credit,6.53
ORD-11060,03/02/2024,CUST-1209,PROD-27,3,0.0,Debit Card,8.46
ORD-11061,03/12/2025,CUST-1781,PROD-34,4,0.05,Debit Card,14.3
ORD-11062,2025-04-05,CUST-1860,PROD-31,3,0.0,Store Credit,7.52
ORD-11063,2024-05-16,CUST-1498,PROD-25,5,0.15,PayPal,5.75
ORD-11064,2025-01-14,CUST-1279,PROD-43,3,0.2,Store Credit,4.31
ORD-11065,03-08-2025,CUST-1921,PROD-19,2,0.2,,17.68
ORD-11066,08/11/2025,CUST-1188,PROD-41,5,0.0,PayPal,19.33
ORD-11067,12/01/2024,CUST-1430,PROD-37,4,0.0,PayPal,5.73
ORD-11068,11/09/2024,CUST-1713,PROD-18,4,0.2,,13.03
ORD-11069,2024-12-31,CUST-1201,PROD-16,3,0.05,Store Credit,16.13
ORD-11070,2025-06-29,CUST-1981,PROD-36,1,0.0,,18.32
ORD-11071,2024-08-24,CUST-1479,PROD-27,1,0.0,,11.05
ORD-11072,2024-05-18,CUST-1380,PROD-07,1,0.15,Store Credit,5.91
ORD-11073,2024-10-14,CUST-1915,PROD-14,2,0.15,Credit Card,5.49
ORD-11074,09/13/2024,CUST-1645,PROD-49,4,0.2,Debit Card,12.65
ORD-11075,11/04/2025,CUST-1949,PROD-32,2,0.1,Debit Card,5.59
ORD-11076,2025-05-30,CUST-1285,PROD-01,3,0.05,Store Credit,12.89
ORD-11077,2024-06-17,CUST-1643,PROD-37,3,0.0,PayPal,17.15
ORD-11078,08/27/2024,CUST-1201,PROD-14,3,0.1,Credit Card,14.58
ORD-11079,2024-08-19,CUST-1744,PROD-47,3,0.2,Store Credit,6.45
ORD-11080,03/05/2024,CUST-1388,PROD-01,1,0.15,PayPal,14.94
ORD-11081,2025-03-06,CUST-1217,PROD-05,1,0.1,PayPal,15.19
ORD-11082,2024-06-19,CUST-1569,PROD-44,5,0.15,Debit Card,18.17
ORD-11083,06/10/2024,CUST-1677,PROD-37,4,0.1,PayPal,13.77
ORD-11084,2025-03-31,CUST-1220,PROD-47,1,0.0,Store Credit,8.72
ORD-11085,2025-07-02,CUST-1596,PROD-08,2,0.0,PayPal,15.78
ORD-11086,30-06-2025,CUST-1491,PROD-26,5,0.2,PayPal,4.84
ORD-11087,2024-07-03,CUST-1130,PROD-16,5,0.15,,18.14
ORD-11088,2024-09-04,CUST-1538,PROD-35,3,0.05,,6.17
ORD-11089,2024-07-01,CUST-1859,PROD-14,2,0.2,Credit Card,12.28
ORD-11090,2025-10-01,CUST-1650,PROD-35,3,0.1,PayPal,14.89
ORD-11091,2024-12-11,CUST-1799,PROD-02,1,0.2,Credit Card,5.33
ORD-11092,06/17/2024,CUST-1600,PROD-06,2,0.1,Credit Card,11.01
ORD-11093,2025-07-05,CUST-1646,PROD-48,1,0.2,PayPal,19.8
ORD-11094,2024-11-16,CUST-1937,PROD-33,3,0.05,PayPal,5.35
ORD-11095,2024-05-31,CUST-1489,PROD-19,1,0.0,PayPal,17.18
ORD-11096,2024-10-22,CUST-1322,PROD-25,5,0.1,Store Credit,4.41
ORD-11097,2025-09-05,CUST-1908,PROD-16,3,0.0,Debit Card,15.57
ORD-11098,2024-10-08,CUST-1577,PROD-08,2,0.05,,7.64
ORD-11099,2024-11-25,CUST-1318,PROD-11,4,0.2,Credit Card,12.83
ORD-11100,2024-02-10,CUST-1213,PROD-16,5,0.15,Store Credit,13.88
ORD-11101,01/18/2024,CUST-1976,PROD-34,1,0.0,Debit Card,16.82
ORD-11102,05/05/2024,CUST-1542,PROD-08,5,0.2,Credit Card,8.18
ORD-11103,21-09-2024,CUST-1561,PROD-31,2,0.15,PayPal,10.04
ORD-11104,2024-07-11,CUST-1275,PROD-16,1,0.0,Store Credit,13.9
ORD-11105,10/29/2024,CUST-1661,PROD-43,3,0.1,Debit Card,6.53
ORD-11106,09/05/2024,CUST-1134,PROD-24,5,0.1,PayPal,5.66
ORD-11107,2024-09-14,CUST-1842,PROD-25,4,0.0,Debit Card,19.13
ORD-11108,01/17/2025,CUST-1044,PROD-12,2,0.2,Debit Card,9.43
ORD-11109,2025-11-30,CUST-1887,PROD-47,1,0.1,Store Credit,8.91
ORD-11110,10/13/2024,CUST-1984,PROD-34,1,0.0,Credit Card,9.88
ORD-11111,2025-07-23,CUST-1851,PROD-18,2,0.1,,17.3
ORD-11112,2024-03-04,CUST-1297,PROD-44,3,0.0,PayPal,18.65
ORD-11113,01-08-2024,CUST-1199,PROD-34,3,0.2,Credit Card,10.31
ORD-11114,08/15/2024,CUST-1093,PROD-07,4,0.15,Store Credit,15.53
ORD-11115,2024-05-06,CUST-1204,PROD-16,2,0.1,PayPal,6.15
ORD-11116,2025-10-21,CUST-1904,PROD-27,1,0.0,,16.17
ORD-11117,05/23/2025,CUST-1399,PROD-07,5,0.1,,15.51
ORD-11118,21-06-2025,CUST-1190,PROD-14,1,0.15,Credit Card,9.34
ORD-11119,2025-02-28,CUST-1612,PROD-34,2,0.2,Store Credit,9.33
ORD-11120,10/14/2025,CUST-1291,PROD-39,4,0.0,,14.87
ORD-11121,2025-02-05,CUST-1138,PROD-04,5,0.0,Credit Card,17.92
ORD-11122,10/16/2025,CUST-1553,PROD-19,4,0.15,Store Credit,9.48
ORD-11123,2024-01-28,CUST-1418,PROD-13,2,0.0,,13.62
ORD-11124,2024-05-31,CUST-1344,PROD-22,1,0.05,Credit Card,15.12
ORD-11125,2024-10-28,CUST-1964,PROD-48,3,0.2,Credit Card,16.44
ORD-11126,2024-12-11,CUST-1439,PROD-28,1,0.15,Credit Card,5.85
ORD-11127,2024-05-11,CUST-1962,PROD-03,1,0.15,PayPal,9.77
ORD-11128,11-02-2025,CUST-1893,PROD-49,2,0.2,Store Credit,5.15
ORD-11129,2024-08-05,CUST-1224,PROD-17,3,0.0,Store Credit,12.14
ORD-11130,2024-07-06,CUST-1642,PROD-32,5,0.2,PayPal,13.93
ORD-11131,06/21/2025,CUST-1987,PROD-03,3,0.15,Credit Card,16.69
ORD-11132,04/03/2025,CUST-1244,PROD-31,5,0.2,,6.17
ORD-11133,2024-02-17,CUST-1630,PROD-47,1,0.2,Debit Card,11.21
ORD-11134,2025-12-11,CUST-1520,PROD-24,5,0.2,Credit Card,16.84
ORD-11135,2024-10-19,CUST-1732,PROD-29,5,0.0,Store Credit,16.09
ORD-11136,2025-12-24,CUST-1431,PROD-50,4,0.2,Debit Card,17.27
ORD-11137,2025-10-19,CUST-1748,PROD-44,4,0.0,,8.72
ORD-11138,07/02/2025,CUST-1653,PROD-37,3,0.15,Credit Card,8.7
ORD-11139,27-05-2025,CUST-1812,PROD-13,2,0.0,PayPal,17.42
ORD-11140,2024-08-16,CUST-1993,PROD-28,5,0.0,Store Credit,13.95
ORD-11141,24-01-2024,CUST-1408,PROD-41,4,0.0,Store Credit,6.77
ORD-11142,2024-08-09,CUST-1742,PROD-15,2,0.05,,18.52
ORD-11143,2025-10-27,CUST-1142,PROD-43,1,0.05,Credit Card,18.35
ORD-11144,21-02-2025,CUST-1146,PROD-45,4,0.05,Credit Card,12.78
ORD-11145,2024-05-30,CUST-1558,PROD-44,3,0.0,,10.11
ORD-11146,2025-01-22,CUST-1946,PROD-14,500,0.1,Store Credit,5.56
ORD-11147,03-12-2025,CUST-1827,PROD-34,3,0.0,Debit Card,17.48
ORD-11148,2024-09-30,CUST-1602,PROD-50,5,0.05,Credit Card,17.66
ORD-11149,2024-06-17,CUST-1007,PROD-43,4,0.15,Store Credit,18.51
ORD-11150,2025-02-02,CUST-1854,PROD-49,2,0.0,Credit Card,14.68
ORD-11151,2025-09-18,,PROD-02,1,0.1,,4.89
ORD-11152,2025-10-25,CUST-1622,PROD-05,3,0.0,Store Credit,10.51
ORD-11153,06/30/2024,CUST-1893,PROD-38,4,0.2,PayPal,4.79
ORD-11154,2025-01-12,CUST-1018,PROD-32,5,0.05,Store Credit,6.59
ORD-11155,04-04-2025,CUST-1782,PROD-27,5,0.0,Debit Card,4.3
ORD-11156,04/04/2024,CUST-1641,PROD-31,1,0.0,,15.18
ORD-11157,2025-09-08,CUST-1024,PROD-26,5,0.05,Credit Card,19.51
ORD-11158,2024-07-22,CUST-1960,PROD-09,3,0.05,PayPal,7.23
ORD-11159,2025-02-14,CUST-1082,PROD-30,500,0.0,Credit Card,5.25
ORD-11160,2024-06-16,CUST-1769,PROD-28,5,0.2,Debit Card,6.11
ORD-11161,2025-05-22,,PROD-25,2,0.1,Credit Card,18.25
ORD-11162,2025-07-12,CUST-1051,PROD-47,5,0.05,Credit Card,6.24
ORD-11163,2025-02-09,CUST-1838,PROD-07,3,0.0,PayPal,11.22
ORD-11164,2025-11-29,CUST-1482,PROD-35,2,0.1,Store Credit,14.67
ORD-11165,23-06-2024,CUST-1854,PROD-11,4,0.15,,17.23
ORD-11166,2024-04-14,CUST-1953,PROD-27,5,0.05,Store Credit,16.54
ORD-11167,2025-12-04,CUST-1437,PROD-15,5,0.0,Credit Card,17.56
ORD-11168,2024-06-30,CUST-9999,PROD-27,2,0.15,Store Credit,19.35
ORD-11169,2024-01-24,CUST-1558,PROD-47,4,0.2,Credit Card,11.25
ORD-11170,2025-12-17,CUST-1509,PROD-16,5,0.0,Credit Card,9.83
ORD-11171,2024-01-03,CUST-1675,PROD-11,3,0.05,PayPal,5.37
ORD-11172,2025-02-06,CUST-1016,PROD-50,4,0.0,Debit Card,10.47
ORD-11173,06/02/2024,CUST-1789,PROD-12,5,0.0,Debit Card,13.08
ORD-11174,04/12/2025,CUST-1571,PROD-38,3,0.0,Store Credit,13.96
ORD-11175,2025-07-08,CUST-1017,PROD-11,1,0.05,Credit Card,19.21
ORD-11176,12/09/2025,CUST-1556,PROD-28,5,0.2,Debit Card,12.11
ORD-11177,2024-10-25,CUST-1621,PROD-22,5,0.15,,14.06
ORD-11178,2025-10-24,CUST-1642,PROD-35,1,0.2,Store Credit,5.46
ORD-11179,2024-07-02,CUST-1459,PROD-25,5,0.2,PayPal,4.41
ORD-11180,2025-09-22,CUST-1080,PROD-40,4,0.1,,12.51
ORD-11181,2025-01-28,CUST-1589,PROD-28,2,0.0,Debit Card,12.25
ORD-11182,2024-07-19,CUST-1810,PROD-42,5,0.0,Store Credit,14.29
ORD-11183,2025-11-29,CUST-1054,PROD-45,1,0.2,Debit Card,16.08
ORD-11184,2025-02-03,CUST-1703,PROD-30,1,0.2,Credit Card,6.68
ORD-11185,2025-07-08,CUST-1873,PROD-24,2,0.15,Store Credit,11.36
ORD-11186,2025-02-07,CUST-1835,PROD-40,2,0.2,PayPal,14.93
ORD-11187,08/12/2025,CUST-1851,PROD-15,2,0.15,,18.94
ORD-11188,2024-12-14,CUST-1701,PROD-44,2,0.15,Debit Card,15.55
ORD-11189,2025-05-09,CUST-1399,PROD-11,2,0.1,,7.54
ORD-11190,2025-12-12,CUST-1801,PROD-44,2,0.15,Credit Card,12.95
ORD-11191,2025-02-04,CUST-1662,PROD-32,4,0.15,Debit Card,4.24
ORD-11192,11/24/2024,CUST-1295,PROD-17,2,0.05,,5.91
ORD-11193,22-11-2025,CUST-1077,PROD-08,5,0.1,PayPal,4.74
ORD-11194,06/18/2025,CUST-1242,PROD-18,1,0.05,PayPal,10.3
ORD-11195,2024-03-31,CUST-1335,PROD-21,2,0.2,PayPal,9.85
ORD-11196,08/07/2024,CUST-1867,PROD-34,4,0.1,Debit Card,4.72
ORD-11197,2025-09-27,CUST-1714,PROD-42,3,0.0,Credit Card,16.41
ORD-11198,2024-06-30,CUST-1971,PROD-08,5,0.1,,4.95
ORD-11199,05/14/2024,CUST-1370,PROD-09,5,0.15,,17.69
ORD-11200,2024-12-22,CUST-1958,PROD-22,4,0.1,Credit Card,19.28
ORD-11201,2025-08-20,CUST-1461,PROD-35,3,0.0,PayPal,11.87
ORD-11202,2024-12-11,CUST-9999,PROD-43,3,0.2,,10.74
ORD-11203,01/07/2025,CUST-1730,PROD-40,5,0.0,Debit Card,19.32
ORD-11204,01-05-2024,CUST-1439,PROD-22,1,0.0,Credit Card,6.49
ORD-11205,2024-11-10,CUST-1663,PROD-15,2,0.0,Credit Card,16.78
ORD-11206,2024-11-20,CUST-1349,PROD-31,2,0.2,Store Credit,12.88
ORD-11207,2024-07-05,CUST-1292,PROD-34,4,0.1,,13.91
ORD-11208,2025-05-17,,PROD-45,2,0.1,Store Credit,18.37
ORD-11209,03/27/2025,CUST-1424,PROD-10,2,0.05,,19.75
ORD-11210,2025-12-21,CUST-1215,PROD-05,2,0.2,,16.91
ORD-11211,04/18/2024,CUST-1065,PROD-09,2,0.2,Credit Card,14.02
ORD-11212,2025-10-01,CUST-1009,PROD-06,4,0.05,Store Credit,6.55
ORD-11213,2025-07-20,CUST-1170,PROD-50,5,0.2,Credit Card,14.63
ORD-11214,06/30/2024,CUST-1492,PROD-30,3,0.15,Debit Card,11.73
ORD-11215,2025-01-23,CUST-1034,PROD-21,1,0.15,Store Credit,10.11
ORD-11216,2025-11-04,CUST-1402,PROD-04,2,0.2,Store Credit,19.36
ORD-11217,2025-10-22,CUST-1704,PROD-14,2,0.15,,19.46
ORD-11218,2024-01-30,CUST-1591,PROD-37,2,0.2,Store Credit,18.09
ORD-11219,04/13/2024,CUST-1674,PROD-38,3,0.0,,12.8
ORD-11220,30-08-2024,CUST-1373,PROD-45,5,0.15,PayPal,9.11
ORD-11221,2024-11-11,CUST-1743,PROD-42,4,0.0,PayPal,16.92
ORD-11222,2024-10-23,CUST-1341,PROD-17,5,0.1,,15.44
ORD-11223,2024-04-29,CUST-1845,PROD-38,2,0.15,PayPal,11.03
ORD-11224,2024-06-14,CUST-1923,PROD-39,5,0.1,Credit Card,7.42
ORD-11225,25-12-2025,CUST-1594,PROD-36,5,0.0,PayPal,6.38
ORD-11226,11/22/2025,CUST-1813,PROD-24,1,0.15,PayPal,6.76
ORD-11227,2024-02-15,CUST-1622,PROD-44,5,0.15,,17.81
ORD-11228,2025-03-24,CUST-1758,PROD-47,3,0.2,,9.71
ORD-11229,2024-08-30,CUST-1063,PROD-49,1,0.0,Credit Card,8.44
ORD-11230,2024-11-05,CUST-1084,PROD-37,5,0.05,Credit Card,11.35
ORD-11231,12/21/2024,CUST-1216,PROD-47,1,0.0,PayPal,14.28
ORD-11232,06/20/2024,CUST-1601,PROD-48,1,0.0,Debit Card,7.17
ORD-11233,2024-10-10,CUST-1198,PROD-04,2,0.0,,10.64
ORD-11234,2025-04-26,CUST-1512,PROD-06,1,0.0,Store Credit,4.76
ORD-11235,06/03/2024,CUST-1162,PROD-08,4,0.1,Store Credit,16.03
ORD-11236,2024-05-22,CUST-1764,PROD-44,1,0.1,Store Credit,5.66
ORD-11237,2024-07-04,CUST-1033,PROD-29,3,0.2,,16.15
ORD-11238,2024-09-11,CUST-1748,PROD-14,5,0.0,Store Credit,10.07
ORD-11239,2024-08-01,CUST-1467,PROD-42,3,0.15,Credit Card,6.38
ORD-11240,2024-10-15,CUST-1024,PROD-36,5,0.0,Debit Card,17.75
ORD-11241,2025-08-13,CUST-9999,PROD-10,4,0.0,Credit Card,17.43
ORD-11242,2025-08-28,CUST-1991,PROD-23,1,0.2,Credit Card,16.88
ORD-11243,08/07/2024,CUST-1354,PROD-09,5,0.1,Credit Card,16.41
ORD-11244,22-08-2024,CUST-1283,PROD-13,3,0.15,Debit Card,12.62
